idx,seed,cosine_similarity_achieved,delta_L2,src_start,src_len,replaced_token_indices,clip_cos_replaced,clip_cos_baseline,img_replaced_path,img_baseline_path
159,72154,0.967533,279.149475,5,1,[5],0.280573,0.273950,/data/pwojcik/UnGuide/random_replacements_cat/idx159_seed72154_cos0.968_clip0.281_ref0.274.png,/data/pwojcik/UnGuide/random_replacements_cat/idx159_seed72154_BASELINE_clip0.274.png
160,72155,0.952000,276.025085,5,1,[5],0.276476,0.274291,/data/pwojcik/UnGuide/random_replacements_cat/idx160_seed72155_cos0.952_clip0.276_ref0.274.png,/data/pwojcik/UnGuide/random_replacements_cat/idx160_seed72155_BASELINE_clip0.274.png
161,72156,0.582031,312.842102,5,1,[5],0.233602,0.278248,/data/pwojcik/UnGuide/random_replacements_cat/idx161_seed72156_cos0.582_clip0.234_ref0.278.png,/data/pwojcik/UnGuide/random_replacements_cat/idx161_seed72156_BASELINE_clip0.278.png
162,72157,0.422699,318.753967,5,1,[5],0.241640,0.283818,/data/pwojcik/UnGuide/random_replacements_cat/idx162_seed72157_cos0.423_clip0.242_ref0.284.png,/data/pwojcik/UnGuide/random_replacements_cat/idx162_seed72157_BASELINE_clip0.284.png
163,72158,0.630940,296.684418,5,1,[5],0.200322,0.275313,/data/pwojcik/UnGuide/random_replacements_cat/idx163_seed72158_cos0.631_clip0.200_ref0.275.png,/data/pwojcik/UnGuide/random_replacements_cat/idx163_seed72158_BASELINE_clip0.275.png
164,72159,0.997348,277.643951,5,1,[5],0.269934,0.268870,/data/pwojcik/UnGuide/random_replacements_cat/idx164_seed72159_cos0.997_clip0.270_ref0.269.png,/data/pwojcik/UnGuide/random_replacements_cat/idx164_seed72159_BASELINE_clip0.269.png
165,72160,0.393857,320.037140,5,1,[5],0.264400,0.279342,/data/pwojcik/UnGuide/random_replacements_cat/idx165_seed72160_cos0.394_clip0.264_ref0.279.png,/data/pwojcik/UnGuide/random_replacements_cat/idx165_seed72160_BASELINE_clip0.279.png
166,72161,0.635055,299.320282,5,1,[5],0.188190,0.295018,/data/pwojcik/UnGuide/random_replacements_cat/idx166_seed72161_cos0.635_clip0.188_ref0.295.png,/data/pwojcik/UnGuide/random_replacements_cat/idx166_seed72161_BASELINE_clip0.295.png
167,72162,0.643563,299.436554,5,1,[5],0.278535,0.273954,/data/pwojcik/UnGuide/random_replacements_cat/idx167_seed72162_cos0.644_clip0.279_ref0.274.png,/data/pwojcik/UnGuide/random_replacements_cat/idx167_seed72162_BASELINE_clip0.274.png
168,72163,0.484936,316.717499,5,1,[5],0.218363,0.288559,/data/pwojcik/UnGuide/random_replacements_cat/idx168_seed72163_cos0.485_clip0.218_ref0.289.png,/data/pwojcik/UnGuide/random_replacements_cat/idx168_seed72163_BASELINE_clip0.289.png
169,72164,0.367695,320.411316,5,1,[5],0.223320,0.292578,/data/pwojcik/UnGuide/random_replacements_cat/idx169_seed72164_cos0.368_clip0.223_ref0.293.png,/data/pwojcik/UnGuide/random_replacements_cat/idx169_seed72164_BASELINE_clip0.293.png
170,72165,0.779493,296.298859,5,1,[5],0.247407,0.279470,/data/pwojcik/UnGuide/random_replacements_cat/idx170_seed72165_cos0.779_clip0.247_ref0.279.png,/data/pwojcik/UnGuide/random_replacements_cat/idx170_seed72165_BASELINE_clip0.279.png
171,72166,0.943431,283.390015,5,1,[5],0.280771,0.264216,/data/pwojcik/UnGuide/random_replacements_cat/idx171_seed72166_cos0.943_clip0.281_ref0.264.png,/data/pwojcik/UnGuide/random_replacements_cat/idx171_seed72166_BASELINE_clip0.264.png
172,72167,0.943239,282.035431,5,1,[5],0.273425,0.278248,/data/pwojcik/UnGuide/random_replacements_cat/idx172_seed72167_cos0.943_clip0.273_ref0.278.png,/data/pwojcik/UnGuide/random_replacements_cat/idx172_seed72167_BASELINE_clip0.278.png
173,72168,0.378814,312.430328,5,1,[5],0.285309,0.283595,/data/pwojcik/UnGuide/random_replacements_cat/idx173_seed72168_cos0.379_clip0.285_ref0.284.png,/data/pwojcik/UnGuide/random_replacements_cat/idx173_seed72168_BASELINE_clip0.284.png
174,72169,0.322469,323.557800,5,1,[5],0.232919,0.275883,/data/pwojcik/UnGuide/random_replacements_cat/idx174_seed72169_cos0.322_clip0.233_ref0.276.png,/data/pwojcik/UnGuide/random_replacements_cat/idx174_seed72169_BASELINE_clip0.276.png
175,72170,0.563093,310.847687,5,1,[5],0.246720,0.264987,/data/pwojcik/UnGuide/random_replacements_cat/idx175_seed72170_cos0.563_clip0.247_ref0.265.png,/data/pwojcik/UnGuide/random_replacements_cat/idx175_seed72170_BASELINE_clip0.265.png
176,72171,0.342632,325.733551,5,1,[5],0.220255,0.286649,/data/pwojcik/UnGuide/random_replacements_cat/idx176_seed72171_cos0.343_clip0.220_ref0.287.png,/data/pwojcik/UnGuide/random_replacements_cat/idx176_seed72171_BASELINE_clip0.287.png
177,72172,0.375881,326.260681,5,1,[5],0.267053,0.276867,/data/pwojcik/UnGuide/random_replacements_cat/idx177_seed72172_cos0.376_clip0.267_ref0.277.png,/data/pwojcik/UnGuide/random_replacements_cat/idx177_seed72172_BASELINE_clip0.277.png
178,72173,0.395409,325.218079,5,1,[5],0.202056,0.252097,/data/pwojcik/UnGuide/random_replacements_cat/idx178_seed72173_cos0.395_clip0.202_ref0.252.png,/data/pwojcik/UnGuide/random_replacements_cat/idx178_seed72173_BASELINE_clip0.252.png
179,72174,0.399148,322.715363,5,1,[5],0.205738,0.278267,/data/pwojcik/UnGuide/random_replacements_cat/idx179_seed72174_cos0.399_clip0.206_ref0.278.png,/data/pwojcik/UnGuide/random_replacements_cat/idx179_seed72174_BASELINE_clip0.278.png
180,72175,0.473500,309.317780,5,1,[5],0.196365,0.271621,/data/pwojcik/UnGuide/random_replacements_cat/idx180_seed72175_cos0.473_clip0.196_ref0.272.png,/data/pwojcik/UnGuide/random_replacements_cat/idx180_seed72175_BASELINE_clip0.272.png
181,72176,0.526712,313.581329,5,1,[5],0.239651,0.289346,/data/pwojcik/UnGuide/random_replacements_cat/idx181_seed72176_cos0.527_clip0.240_ref0.289.png,/data/pwojcik/UnGuide/random_replacements_cat/idx181_seed72176_BASELINE_clip0.289.png
182,72177,0.655995,293.656830,5,1,[5],0.252543,0.277987,/data/pwojcik/UnGuide/random_replacements_cat/idx182_seed72177_cos0.656_clip0.253_ref0.278.png,/data/pwojcik/UnGuide/random_replacements_cat/idx182_seed72177_BASELINE_clip0.278.png
183,72178,0.566098,318.298859,5,1,[5],0.279461,0.278780,/data/pwojcik/UnGuide/random_replacements_cat/idx183_seed72178_cos0.566_clip0.279_ref0.279.png,/data/pwojcik/UnGuide/random_replacements_cat/idx183_seed72178_BASELINE_clip0.279.png
184,72179,0.732853,298.723572,5,1,[5],0.266580,0.280682,/data/pwojcik/UnGuide/random_replacements_cat/idx184_seed72179_cos0.733_clip0.267_ref0.281.png,/data/pwojcik/UnGuide/random_replacements_cat/idx184_seed72179_BASELINE_clip0.281.png
185,72180,0.978906,277.999756,5,1,[5],0.284444,0.282214,/data/pwojcik/UnGuide/random_replacements_cat/idx185_seed72180_cos0.979_clip0.284_ref0.282.png,/data/pwojcik/UnGuide/random_replacements_cat/idx185_seed72180_BASELINE_clip0.282.png
186,72181,0.887661,281.216309,5,1,[5],0.286392,0.277445,/data/pwojcik/UnGuide/random_replacements_cat/idx186_seed72181_cos0.888_clip0.286_ref0.277.png,/data/pwojcik/UnGuide/random_replacements_cat/idx186_seed72181_BASELINE_clip0.277.png
187,72182,0.315049,323.840179,5,1,[5],0.219729,0.273526,/data/pwojcik/UnGuide/random_replacements_cat/idx187_seed72182_cos0.315_clip0.220_ref0.274.png,/data/pwojcik/UnGuide/random_replacements_cat/idx187_seed72182_BASELINE_clip0.274.png
188,72183,0.855444,283.278809,5,1,[5],0.272584,0.275943,/data/pwojcik/UnGuide/random_replacements_cat/idx188_seed72183_cos0.855_clip0.273_ref0.276.png,/data/pwojcik/UnGuide/random_replacements_cat/idx188_seed72183_BASELINE_clip0.276.png
189,72184,0.665438,297.800751,5,1,[5],0.290322,0.262325,/data/pwojcik/UnGuide/random_replacements_cat/idx189_seed72184_cos0.665_clip0.290_ref0.262.png,/data/pwojcik/UnGuide/random_replacements_cat/idx189_seed72184_BASELINE_clip0.262.png
190,72185,0.313876,323.871033,5,1,[5],0.210126,0.278747,/data/pwojcik/UnGuide/random_replacements_cat/idx190_seed72185_cos0.314_clip0.210_ref0.279.png,/data/pwojcik/UnGuide/random_replacements_cat/idx190_seed72185_BASELINE_clip0.279.png
191,72186,0.307824,338.207520,5,1,[5],0.153234,0.299547,/data/pwojcik/UnGuide/random_replacements_cat/idx191_seed72186_cos0.308_clip0.153_ref0.300.png,/data/pwojcik/UnGuide/random_replacements_cat/idx191_seed72186_BASELINE_clip0.300.png
192,72187,0.372566,320.816711,5,1,[5],0.203869,0.277117,/data/pwojcik/UnGuide/random_replacements_cat/idx192_seed72187_cos0.373_clip0.204_ref0.277.png,/data/pwojcik/UnGuide/random_replacements_cat/idx192_seed72187_BASELINE_clip0.277.png
193,72188,0.478265,317.594543,5,1,[5],0.221648,0.279252,/data/pwojcik/UnGuide/random_replacements_cat/idx193_seed72188_cos0.478_clip0.222_ref0.279.png,/data/pwojcik/UnGuide/random_replacements_cat/idx193_seed72188_BASELINE_clip0.279.png
194,72189,0.919036,283.508850,5,1,[5],0.269565,0.267479,/data/pwojcik/UnGuide/random_replacements_cat/idx194_seed72189_cos0.919_clip0.270_ref0.267.png,/data/pwojcik/UnGuide/random_replacements_cat/idx194_seed72189_BASELINE_clip0.267.png
195,72190,0.943846,280.971069,5,1,[5],0.286116,0.275255,/data/pwojcik/UnGuide/random_replacements_cat/idx195_seed72190_cos0.944_clip0.286_ref0.275.png,/data/pwojcik/UnGuide/random_replacements_cat/idx195_seed72190_BASELINE_clip0.275.png
196,72191,0.489920,315.496460,5,1,[5],0.229293,0.270716,/data/pwojcik/UnGuide/random_replacements_cat/idx196_seed72191_cos0.490_clip0.229_ref0.271.png,/data/pwojcik/UnGuide/random_replacements_cat/idx196_seed72191_BASELINE_clip0.271.png
197,72192,0.788193,296.518280,5,1,[5],0.272672,0.270306,/data/pwojcik/UnGuide/random_replacements_cat/idx197_seed72192_cos0.788_clip0.273_ref0.270.png,/data/pwojcik/UnGuide/random_replacements_cat/idx197_seed72192_BASELINE_clip0.270.png
198,72193,0.309286,326.721436,5,1,[5],0.193468,0.279425,/data/pwojcik/UnGuide/random_replacements_cat/idx198_seed72193_cos0.309_clip0.193_ref0.279.png,/data/pwojcik/UnGuide/random_replacements_cat/idx198_seed72193_BASELINE_clip0.279.png
199,72194,0.891159,289.442932,5,1,[5],0.265189,0.276057,/data/pwojcik/UnGuide/random_replacements_cat/idx199_seed72194_cos0.891_clip0.265_ref0.276.png,/data/pwojcik/UnGuide/random_replacements_cat/idx199_seed72194_BASELINE_clip0.276.png
